Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Year
2011-05-18,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,46,35.0,3,21.0,,2011
2016-05-25,6 Inch,Beyonce Featuring The Weeknd,38,13.0,13,3.0,,2016
2016-03-16,679,Fetty Wap Featuring Remy Boyz,50,41.0,7,35.0,https://charts-static.billboard.com/img/2015/07/fetty-wap-1ev-679-9zs-180x180.jpg,2016
2024-08-14,6AM Thoughts,NAV & Bay Swag Featuring Cash Cobain,18,18.0,1,,https://charts-static.billboard.com/img/2024/08/nav-i46-6amthoughts-20e-180x180.jpg,2024
2016-05-11,7,Prince And The New Power Generation,31,31.0,1,,,2016
2024-04-17,7 Minute Drill,J. Cole,11,11.0,1,,,2024
2019-07-03,7 Rings,Ariana Grande,47,1.0,22,,,2019
2021-02-17,7 Summers,Morgan Wallen,30,16.0,2,21.0,https://charts-static.billboard.com/img/2020/08/morgan-wallen-z1m-7summers-1ga-180x180.jpg,2021
2008-09-17,7 Things,Miley Cyrus,47,44.0,2,14.0,,2008
2017-03-01,7 Years,Lukas Graham,26,1.0,28,,https://charts-static.billboard.com/img/2016/02/lukas-graham-bxm-7years-56v-180x180.jpg,2017
2015-02-18,7/11,Beyonce,48,42.0,12,11.0,https://charts-static.billboard.com/img/2014/12/beyonce-n2a-711-xo2-180x180.jpg,2015
2023-06-21,81 Million Votes; My Ass,The Truth Bombers Featuring Kari Lake,4,4.0,1,,https://charts-static.billboard.com/img/2023/06/thetruthbombers-000-81millionvotesmyass-vr1-180x180.jpg,2023
2023-04-12,89 Earthquake,Larry June & The Alchemist,45,45.0,1,,https://charts-static.billboard.com/img/2023/04/larryjune-t3l-89earthquake-2f1-180x180.jpg,2023
2023-10-18,8am In Charlotte,Drake,43,43.0,1,,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2023
2010-06-30,9 AM In Dallas,Drake,26,26.0,1,,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2010
2011-05-25,9 Piece,Rick Ross Featuring Lil Wayne,44,44.0,1,,,2011
2022-09-21,9 To 5,Dolly Parton & Kelly Clarkson,15,15.0,1,,https://charts-static.billboard.com/img/2022/09/dolly-parton-ma4-9to5-gii-180x180.jpg,2022
2015-12-23,9 To 5,Emily Ann Roberts,19,19.0,1,,,2015
2023-09-20,90 Some Chevy,Oliver Anthony Music,44,24.0,24,4.0,https://charts-static.billboard.com/img/2023/08/oliveranthonymusic-zyi-90somechevy-lep-180x180.jpg,2023
2023-12-13,90s Rap Mashup,Austin Williams,24,6.0,2,,https://charts-static.billboard.com/img/2023/12/austinwilliams-000-90srapmashup-wxd-180x180.jpg,2023
2022-01-19,911,Teddy Swims,10,10.0,1,,https://charts-static.billboard.com/img/2022/01/teddyswims-loq-911-pfq-180x180.jpg,2022
2012-05-23,99 Problems,Tony Lucca,16,16.0,1,,,2012
2023-08-30,= (Equal Sign),j-hope,40,9.0,2,,https://charts-static.billboard.com/img/2018/03/jhope-d66-180x180.jpg,2023
2024-06-05,? (Interlude),RM| DOMi & JD BECK,24,24.0,1,,,2024
2025-09-17,A Bar Song (Tipsy),Shaboozey,23,20.0,1,74.0,https://charts-static.billboard.com/img/2024/04/shaboozey-2wm-abarsongtipsy-t07-180x180.jpg,2025
2007-11-07,A Bay Bay,Hurricane Chris,39,54.0,6,19.0,,2007
2020-11-11,A Beautiful Noise,Alicia Keys & Brandi Carlile,8,8.0,1,,https://charts-static.billboard.com/img/2020/11/alicia-keys-c6f-abeautifulnoise-ynm-180x180.jpg,2020
2019-06-26,A Brand New Day,BTS & Zara Larsson,25,25.0,1,,,2019
2007-06-06,A Broken Wing,Jordin Sparks,46,46.0,1,,,2007
2017-12-13,A Case Of You,Addison Agen,13,13.0,1,,,2017
2013-11-20,A Case Of You,James Wolpert,18,18.0,1,,,2013
2009-06-03,A Change Is Gonna Come,Adam Lambert,32,32.0,1,,,2009
2022-07-06,A Country Boy Can Survive,Hank Williams Jr.,40,40.0,1,,,2022
2014-06-04,A Country Boy Can Survive,Jake Worthington & Blake Shelton,41,41.0,1,,,2014
2006-12-20,A Great Big Sled,The Killers Featuring Toni Halliday,25,25.0,1,,https://charts-static.billboard.com/img/2004/05/the-killers-iq4-180x180.jpg,2006
2025-01-01,A Holly Jolly Christmas,Burl Ives,10,10.0,10,14.0,https://charts-static.billboard.com/img/2004/12/burl-ives-2ew-ahollyjollychristmas-edm-180x180.jpg,2025
2010-05-12,A House Is Not A Home,Glee Cast,38,38.0,1,,,2010
2017-08-02,A Lie,French Montana Featuring The Weeknd & Max B,37,37.0,1,,,2017
2013-10-02,A Light That Never Comes,Linkin Park X Steve Aoki,23,23.0,1,,,2013
2008-08-20,A Little Bit Longer,Jonas Brothers,3,3.0,1,,,2008
2020-06-24,A Little Bit Off,Five Finger Death Punch,43,49.0,43,2.0,,2020
2011-05-11,A Little Bit Stronger,Sara Evans,47,47.0,39,9.0,,2011
2006-05-31,A Little Less Sixteen Candles; A Little More Touch Me,Fall Out Boy,49,43.0,43,9.0,,2006
2015-04-15,A Little More,Machine Gun Kelly Featuring Victoria Monet,46,46.0,1,,,2015
2022-08-17,A Little More Love,Olivia Newton-John,43,43.0,1,,https://charts-static.billboard.com/img/2022/08/olivia-newton-john-k57-alittlemorelove-0gi-180x180.jpg,2022
2016-09-21,A Little More Summertime,Jason Aldean,50,23.0,2,,,2016
2013-05-29,A Little Party Never Killed Nobody (All We Got),Fergie| Q-Tip & GoonRock,41,51.0,41,2.0,,2013
2018-06-13,A Long Way,Luke Combs,39,39.0,1,,,2018
2019-02-13,A Lot,21 Savage,30,30.0,1,,https://charts-static.billboard.com/img/2016/08/21-savage-6vl-87x87.jpg,2019
2024-11-20,A Lot More Free,Max McNown,18,16.0,3,12.0,https://charts-static.billboard.com/img/2023/12/maxmcnown-0ht-alotmorefree-zmz-180x180.jpg,2024
2014-02-12,A Man Who Was Gonna Die Young,Eric Church,36,36.0,1,,,2014
2008-10-15,A Milli,Lil Wayne,49,36.0,13,24.0,https://charts-static.billboard.com/img/2008/05/lil-wayne-5az-amilli-t7o-180x180.jpg,2008
2019-02-20,A Million Dreams,P!nk,47,43.0,3,5.0,,2019
2025-03-19,A N X I E T Y,Sleepy Hallow Featuring Doechii,23,23.0,1,,https://charts-static.billboard.com/img/2020/05/sleepyhallow-etg-180x180.jpg,2025
2023-09-20,A Pirate Looks At Forty,Jimmy Buffett,43,11.0,11,2.0,https://charts-static.billboard.com/img/2023/09/jimmy-buffett-w3m-apiratelooksatforty-bbr-180x180.jpg,2023
2006-09-27,A Public Affair,Jessica Simpson,50,27.0,6,12.0,,2006
2022-08-10,A Sky Full Of Stars,Coldplay,7,29.0,5,23.0,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-klq-180x180.jpg,2022
2021-05-19,A Song For Mama,Boyz II Men,49,34.0,2,,,2021
2025-07-23,A Song To Sing,Miranda Lambert & Chris Stapleton,10,10.0,1,,https://charts-static.billboard.com/img/2025/07/miranda-lambert-fv2-asongtosing-wim-180x180.jpg,2025
2023-03-29,A Thousand Years,Christina Perri,31,25.0,7,53.0,https://charts-static.billboard.com/img/2011/11/christina-perri-mms-athousandyears-8xb-180x180.jpg,2023
2015-05-27,A Thousand Years,Sawyer Fredericks,23,23.0,1,,,2015
2012-12-12,A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,49,14.0,13,3.0,,2012
2019-06-05,A Whole New World,Mena Massoud & Naomi Scott,32,32.0,1,,,2019
2019-05-22,A Whole New World (End Title),Zayn And Zhavia Ward,45,45.0,1,,,2019
2019-12-25,A Woman Like Her,Ricky Duran,2,2.0,1,,,2019
2012-05-09,A Woman Like You,Lee Brice,42,38.0,29,16.0,,2012
2024-10-23,A Work Of Art,Ice Nine Kills Featuring Shavo,25,25.0,1,,https://charts-static.billboard.com/img/2024/10/ice-nine-kills-pgv-aworkofart-0zr-180x180.jpg,2024
2010-10-06,A Year Without Rain,Selena Gomez & The Scene,26,38.0,14,3.0,,2010
2021-10-27,A-O-K,Tai Verdes,47,42.0,23,10.0,https://charts-static.billboard.com/img/2020/11/taiverdes-oo5-180x180.jpg,2021
2016-11-16,A-YO,Lady Gaga,44,19.0,19,2.0,,2016
2022-08-17,AA,Walker Hayes,45,6.0,36,,,2022
2009-07-22,ABC,Jackson 5,45,43.0,34,3.0,,2009
2019-09-25,ADHD,Joyner Lucas,48,48.0,1,,https://charts-static.billboard.com/img/2017/07/joyner-lucas-urv-180x180.jpg,2019
2019-08-14,AEnema,Tool,19,19.0,1,,,2019
2024-11-27,AGATS2 (Insecure),Juice WRLD & Nicki Minaj,2,2.0,1,,https://charts-static.billboard.com/img/2024/11/juice-wrld-as8-agats2insecure-a83-180x180.jpg,2024
2025-07-16,APT.,ROSE & Bruno Mars,24,24.0,1,38.0,https://charts-static.billboard.com/img/2024/11/rose-fy3-apt-4dd-180x180.jpg,2025
2018-05-02,ATM,J. Cole,42,42.0,1,,,2018
2020-08-12,Ablaze,Alanis Morissette,24,24.0,1,,,2020
2023-02-22,About Damn Time,Lizzo,50,10.0,1,35.0,https://charts-static.billboard.com/img/2022/04/lizzo-m95-aboutdamntime-k73-180x180.jpg,2023
2006-11-15,About Us,Brooke Hogan Feat. Paul Wall,45,54.0,20,12.0,,2006
2009-01-14,About You Now,Miranda Cosgrove,35,47.0,35,3.0,,2009
2025-04-23,Abracadabra,Lady Gaga,13,25.0,3,10.0,https://charts-static.billboard.com/img/2025/02/lady-gaga-r3b-abracadabra-y2i-180x180.jpg,2025
2009-02-18,Absolute,The Fray,39,39.0,1,,,2009
2022-11-02,Abyss,JIN,39,39.0,1,,https://charts-static.billboard.com/img/2022/11/jin-000-abyss-bnz-180x180.jpg,2022
2013-08-21,Acapella,Karmin,39,39.0,39,5.0,,2013
2013-04-24,Accidental Racist,Brad Paisley Featuring LL Cool J,50,50.0,1,,,2013
2005-03-16,Accidentally In Love,Counting Crows,45,36.0,15,,,2005
2010-04-21,According To You,Orianthi,46,38.0,21,18.0,,2010
2005-03-09,Across The Universe,Various Artists,44,4.0,4,2.0,,2005
2023-05-24,Acrostico,Shakira,14,14.0,1,,https://charts-static.billboard.com/img/2023/05/shakira-x1v-acrostico-iup-180x180.jpg,2023
2024-05-15,Act III: On God? (She Like),4batz,22,22.0,1,,https://charts-static.billboard.com/img/2024/05/4batz-cju-actiiiongodXshelike-xx0-180x180.jpg,2024
2014-10-08,Act My Age,Hoodie Allen,42,42.0,1,,,2014
2020-07-29,Addict,Silva Hound Featuring Michael Kovach And Chi-Chi,32,32.0,1,,,2020
2009-02-04,Addicted,Saving Abel,42,33.0,20,28.0,,2009
2015-03-18,Adore,Cashmere Cat Featuring Ariana Grande,46,46.0,1,,,2015
2016-05-11,Adore,Prince,33,33.0,1,,,2016
2020-08-12,Adore You,Harry Styles,47,6.0,32,,https://charts-static.billboard.com/img/2017/04/harry-styles-6jk-180x180.jpg,2020
2014-03-26,Adore You,Miley Cyrus,24,33.0,13,13.0,,2014
2013-02-27,Adorn,Miguel,34,50.0,34,18.0,,2013
2016-03-30,Adventure Of A Lifetime,Coldplay,44,43.0,6,16.0,,2016
2014-07-02,Afire Love,Ed Sheeran,30,30.0,1,,,2014
2022-07-06,Africa,Toto,34,34.0,4,,https://charts-static.billboard.com/img/2011/06/toto-at3-africa-4rh-180x180.jpg,2022
2018-10-17,Africa,Weezer,43,36.0,5,17.0,,2018
2020-03-04,After Hours,The Weeknd,38,31.0,31,2.0,,2020
2021-03-31,Afterglow,Ed Sheeran,34,27.0,3,12.0,https://charts-static.billboard.com/img/2021/01/ed-sheeran-w3r-afterglow-0yq-180x180.jpg,2021
2022-04-27,Afterlife,Five Finger Death Punch,43,48.0,43,2.0,https://charts-static.billboard.com/img/2022/04/five-finger-death-punch-32w-afterlife-emk-180x180.jpg,2022
2019-10-02,Afterlife,Hailee Steinfeld,43,43.0,1,,,2019
2016-01-20,Again,Fetty Wap,48,36.0,4,14.0,https://charts-static.billboard.com/img/2015/08/fetty-wap-1ev-again-ajn-180x180.jpg,2016
2021-03-03,Agatha All Along,Kathryn Hahn| Robert Lopez| Eric Bradley| Greg Whipple| Jasper Randall & Gerald White,36,36.0,1,,,2021
2023-10-04,Agora Hills,Doja Cat,37,37.0,1,,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg,2023
2020-09-02,Ah Ah Ah,DreamDoll Featuring Fivio Foreign,23,23.0,2,,,2020
2024-08-28,Ain't How It Ends,Post Malone,22,22.0,1,,,2024
2014-07-23,Ain't It Fun,Paramore,43,32.0,13,18.0,https://charts-static.billboard.com/img/2014/01/paramore-bmh-aintitfun-7s0-180x180.jpg,2014
2021-05-05,Ain't Met Us Yet,Matt Cooper,15,15.0,1,,https://charts-static.billboard.com/img/2021/05/mattcooper-1b9-aintmetusyet-qfz-180x180.jpg,2021
2016-09-21,Ain't My Fault,Zara Larsson,47,47.0,1,,,2016
2025-01-08,Ain't No Love In Oklahoma,Luke Combs,25,2.0,26,,https://charts-static.billboard.com/img/2024/05/luke-combs-vjy-aintnoloveinoklahoma-v04-180x180.jpg,2025
2022-02-23,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,19,9.0,9,4.0,https://charts-static.billboard.com/img/2014/08/marvin-gaye-jh5-aintnomountainhighenough-4a3-180x180.jpg,2022
2006-10-25,Ain't No Other Man,Christina Aguilera,42,34.0,4,19.0,,2006
2016-07-06,Ain't No Stopping Us Now,Kane Brown,17,17.0,1,,,2016
2020-04-15,Ain't No Sunshine,Bill Withers,2,2.0,1,,https://charts-static.billboard.com/img/2010/02/bill-withers-6fh-aintnosunshine-920-180x180.jpg,2020
2009-06-03,Ain't No Sunshine,Kris Allen,17,17.0,1,,,2009
2022-11-09,Ain't Safe,Trippie Redd & Don Toliver,6,6.0,1,,https://charts-static.billboard.com/img/2022/11/trippie-redd-ck3-aintsafe-7l4-180x180.jpg,2022
2020-10-14,Ain't Talkin' Bout Love,Van Halen,47,47.0,1,,https://charts-static.billboard.com/img/2020/10/van-halen-r4j-ainttalkinboutlove-02o-180x180.jpg,2020
2015-04-29,Ain't Worth The Whiskey,Cole Swindell,45,34.0,28,6.0,,2015
2016-04-27,Ain't Your Mama,Jennifer Lopez,33,33.0,1,,,2016
2023-09-13,Aint Gotta Dollar,Oliver Anthony Music,34,11.0,2,4.0,https://charts-static.billboard.com/img/2023/08/oliveranthonymusic-zyi-aintgottadollar-uaa-180x180.jpg,2023
2023-03-15,Ain’t That Some,Morgan Wallen,6,6.0,1,,https://charts-static.billboard.com/img/2016/08/morgan-wallen-z1m-180x180.jpg,2023
2011-01-05,Airplanes,B.o.B Featuring Hayley Williams,49,2.0,31,,,2011
2005-09-28,Alcohol,Brad Paisley,46,40.0,23,5.0,,2005
2010-09-15,Alejandro,Lady Gaga,50,50.0,5,23.0,,2010
2010-03-24,Alice,Avril Lavigne,40,39.0,39,2.0,,2010
2022-08-10,Alien Superstar,Beyonce,37,37.0,1,,,2022
2020-01-08,Alive,Daughtry,47,7.0,7,2.0,,2020
2013-05-22,Alive,Krewella,49,41.0,40,10.0,,2013
2015-12-16,Alive,Sia,39,12.0,3,,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg,2015
2015-02-11,All About It,Hoodie Allen Featuring Ed Sheeran,28,29.0,28,3.0,,2015
2015-04-01,All About That Bass,Meghan Trainor,35,41.0,1,37.0,,2015
2008-07-02,All Around Me,Flyleaf,44,38.0,38,13.0,,2008
2012-06-27,All Around The World,Justin Bieber Featuring Ludacris,36,5.0,5,2.0,,2012
2013-11-27,All Bad,Justin Bieber,11,11.0,1,,,2013
2019-12-25,All Better,Katie Kadan,8,8.0,1,,,2019
2024-03-20,All By Myself,Eric Carmen,14,14.0,1,,https://charts-static.billboard.com/img/2024/03/eric-carmen-lz6-allbymyself-85d-180x180.jpg,2024
2019-10-23,All Dat,Moneybagg Yo X Megan Thee Stallion,47,47.0,1,,https://charts-static.billboard.com/img/2017/03/moneybagg-yo-1uf-180x180.jpg,2019
2015-04-01,All Day,Kanye West Featuring Theophilus London| Allan Kingdom & Paul McCartney,45,38.0,6,3.0,,2015
2022-12-14,All Day,RM With TABLO,18,18.0,1,,,2022
2023-04-12,All Eyes On Me,Jisoo,19,19.0,1,,https://charts-static.billboard.com/img/2023/04/jisoo-pmg-alleyesonme-06v-180x180.jpg,2023
2015-08-19,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,48,38.0,17,7.0,,2015
2007-09-05,All For One,High School Musical 2 Cast,42,35.0,35,2.0,,2007
2019-08-14,All For Us,Labrinth,40,40.0,1,,,2019
2013-02-13,All Gold Everything,Trinidad James,41,47.0,39,4.0,,2013
2016-03-09,All I Ask,Adele,24,18.0,18,4.0,,2016
2014-05-14,All I Do Is Win,DJ Khaled,38,19.0,39,,,2014
2016-12-14,All I Know,The Weeknd Featuring Future,46,46.0,1,,,2016
2023-03-15,All I Know So Far,P!nk,50,42.0,3,9.0,https://charts-static.billboard.com/img/2021/05/pnk-it7-alliknowsofar-ko6-180x180.jpg,2023
2023-08-30,All I Need To See,Mitch Rossell,42,42.0,1,,https://charts-static.billboard.com/img/2023/09/mitch-rossell-vy1-allineedtosee-fri-180x180.jpg,2023
2021-12-01,All I See Is You,Shane Smith & The Saints,29,29.0,1,,,2021
2020-01-15,All I Want,Olivia Rodrigo,48,48.0,1,,https://charts-static.billboard.com/img/2020/01/oliviarodrigo-3wl-alliwant-6d2-180x180.jpg,2020
2025-01-01,All I Want For Christmas Is You,Mariah Carey,1,1.0,1,112.0,https://charts-static.billboard.com/img/2004/12/mariah-carey-3ak-alliwantforchristmasisyou-mvp-180x180.jpg,2025
2021-12-08,All I Want For Christmas Is You (Extra Festive),Mariah Carey,35,35.0,1,,,2021
2008-08-27,All I Want To Do,Sugarland,46,33.0,11,8.0,,2008
2020-05-06,All In,Lil Baby,45,45.0,1,,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg,2020
2016-09-14,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,47,44.0,27,8.0,https://charts-static.billboard.com/img/2016/06/fifth-harmony-5ff-allinmyheadflex-t6q-180x180.jpg,2016
2019-12-04,All Is Found,Evan Rachel Wood,49,49.0,1,,,2019
2005-10-12,All Jacked Up,Gretchen Wilson,49,59.0,37,4.0,,2005
2014-01-08,All Me,Drake Featuring 2 Chainz & Big Sean,44,9.0,9,,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg,2014
2021-02-10,All My Favorite Songs,Weezer,43,43.0,1,,,2021
2024-06-19,All My Life,Falling In Reverse & Jelly Roll,14,14.0,1,,https://charts-static.billboard.com/img/2024/06/falling-in-reverse-nod-allmylife-zrw-180x180.jpg,2024
2022-06-29,All My Life,K-Ci & JoJo,39,49.0,19,4.0,https://charts-static.billboard.com/img/2013/05/k-ci-jojo-7p8-allmylife-wa3-180x180.jpg,2022
2023-10-25,All My Life,Lil Durk Featuring J. Cole,14,9.0,15,,,2023
2024-12-25,All My Love,Coldplay,20,17.0,17,2.0,https://charts-static.billboard.com/img/2024/10/coldplay-bm3-allmylove-v1c-180x180.jpg,2024
2019-07-03,All Night,BTS & Juice WRLD,19,19.0,1,,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-180x180.jpg,2019
2016-05-18,All Night,Beyonce,37,24.0,24,2.0,,2016
2020-05-27,All Night,Brothers Osborne,33,33.0,1,,,2020
2017-12-06,All Night,Steve Aoki & Lauren Jauregui,36,36.0,1,,,2017
2015-02-25,All Of Me,John Legend,34,33.0,2,48.0,,2015
2014-05-28,All Of Me,Josh Kaufman,34,34.0,1,,,2014
2023-04-05,All Of The Girls You Loved Before,Taylor Swift,41,2.0,2,2.0,,2023
2011-06-22,All Of The Lights,Kanye West,47,42.0,22,22.0,,2011
2014-07-16,All Of The Stars,Ed Sheeran,49,49.0,1,,,2014
2018-11-14,All Out Life,Slipknot,29,30.0,29,2.0,,2018
2023-09-13,All Star,Smash Mouth,20,20.0,3,,https://charts-static.billboard.com/img/2021/10/smash-mouth-0k0-allstar-yj2-180x180.jpg,2023
2008-09-17,All Summer Long,Hit Masters,28,10.0,5,4.0,,2008
2008-12-10,All Summer Long,The Rock Heroes,49,44.0,13,11.0,,2008
2013-10-30,All That Matters,Justin Bieber,6,6.0,1,,,2013
2009-07-01,All The Above,Maino Featuring T-Pain,28,24.0,24,17.0,,2009
2020-11-25,All The Cowboys,Alexandra Kay,35,35.0,1,,https://charts-static.billboard.com/img/2020/11/alexandra-kay-yqg-allthecowboys-0pv-180x180.jpg,2020
2010-05-19,All The Right Moves,OneRepublic,42,34.0,19,31.0,,2010
2023-01-11,All The Small Things,blink-182,34,19.0,4,,https://charts-static.billboard.com/img/2021/07/blink-182-2pa-allthesmallthings-hqo-180x180.jpg,2023
2025-02-26,All The Stars,Kendrick Lamar & SZA,25,14.0,6,14.0,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-2un-allthestars-jcf-180x180.jpg,2025
2025-07-23,All The Way,BigXthaPlug Featuring Bailey Zimmerman,18,1.0,11,,https://charts-static.billboard.com/img/2025/04/bigxthaplug-b0q-alltheway-s3s-180x180.jpg,2025
2010-04-07,All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,50,40.0,32,5.0,,2010
2016-07-27,All The Way Up,Fat Joe| Remy Ma & Jay Z Featuring French Montana & Infared,44,38.0,22,7.0,https://charts-static.billboard.com/img/1993/07/fat-joe-ch0-180x180.jpg,2016
2018-10-24,All Thee Above,Plies Featuring Kevin Gates,33,33.0,1,,,2018
2005-08-31,All These Things That I've Done,The Killers,49,62.0,49,3.0,https://charts-static.billboard.com/img/2005/08/the-killers-000-allthesethingsthativedone-qb8-180x180.jpg,2005
2023-03-29,All Things End,Hozier,35,35.0,1,,https://charts-static.billboard.com/img/2023/04/hozier-yf1-allthingsend-zsi-180x180.jpg,2023
2017-03-22,All Time Low,Jon Bellion,32,25.0,3,22.0,,2017
2019-08-28,All To Myself,Dan + Shay,50,48.0,23,4.0,,2019
2012-11-07,All Too Well,Taylor Swift,22,22.0,1,,,2012
2021-12-08,All Too Well (Taylor's Version),Taylor Swift,48,9.0,1,3.0,https://charts-static.billboard.com/img/2021/11/taylor-swift-vug-alltoowelltaylorsversion-k7x-180x180.jpg,2021
2016-10-19,All We Know,The Chainsmokers Featuring Phoebe Ryan,5,5.0,1,,,2016
2014-11-12,All You Had To Do Was Stay,Taylor Swift,48,48.0,1,,,2014
2011-11-30,All Your Life,The Band Perry,45,34.0,34,2.0,,2011
2008-04-30,All-American Girl,Carrie Underwood,44,49.0,24,13.0,,2008
2005-06-15,Almost,Bowling For Soup,44,45.0,20,16.0,,2005
2019-01-30,Almost (Sweet Music),Hozier,45,45.0,1,,,2019
2017-10-25,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,1,1.0,1,,,2017
2009-10-14,Alone,Glee Cast Featuring Kristin Chenoweth,20,20.0,1,,,2009
2018-07-18,Alone,Halsey Featuring Big Sean & Stefflon Don,37,46.0,34,8.0,,2018
2021-04-14,Alone,Heart,37,27.0,27,4.0,https://charts-static.billboard.com/img/2005/04/heart-e11-alone-ulw-180x180.jpg,2021
2023-04-05,Alone,Jimin,12,12.0,1,,,2023
2023-05-31,Alone,Kim Petras Featuring Nicki Minaj,50,2.0,3,,https://charts-static.billboard.com/img/2023/05/kim-petras-d6t-alone-ltu-180x180.jpg,2023
2019-02-13,Alone,Marshmello,26,26.0,1,,,2019
2012-02-15,Alone With You,Jake Owen,50,43.0,43,5.0,,2012
2020-08-12,Already,Beyonce| Shatta Wale & Major Lazer,50,50.0,1,,https://charts-static.billboard.com/img/2009/05/major-lazer-gnw-106x106.jpg,2020
2021-11-24,Already Dead,Juice WRLD,50,50.0,1,,https://charts-static.billboard.com/img/2021/11/juice-wrld-as8-alreadydead-mbk-180x180.jpg,2021
2010-01-13,Already Gone,Kelly Clarkson,43,41.0,20,23.0,,2010
2009-11-25,Alright,Darius Rucker,43,42.0,13,,,2009
2008-06-04,Always Be My Baby,David Cook,29,29.0,1,,,2008
2023-08-30,Always Love You (Like A Good Ole Dog),Oliver Anthony Music,17,19.0,17,2.0,https://charts-static.billboard.com/img/2023/08/oliveranthonymusic-zyi-alwaysloveyoulikeagoodoledog-1k2-180x180.jpg,2023
2006-03-22,Always On Your Side,Sheryl Crow & Sting,16,15.0,15,2.0,,2006
2019-07-03,Always Remember Us This Way,Lady Gaga,44,47.0,2,28.0,,2019
2009-04-01,Always Strapped,Birdman Featuring Lil Wayne,46,46.0,1,,,2009
2023-06-14,Am I Dreaming,Metro Boomin| A$AP Rocky & Roisee,32,32.0,1,,,2023
2021-11-03,Am I The Only One,Aaron Lewis,29,25.0,2,16.0,https://charts-static.billboard.com/img/2021/07/aaron-lewis-ey2-amitheonlyone-f86-180x180.jpg,2021
2014-10-08,Am I Wrong,Nico & Vinz,43,42.0,3,23.0,,2014
2019-12-25,Amazed,Jake Hoot,19,19.0,1,,,2019
2008-12-10,Amazing,Kanye West Featuring Young Jeezy,44,44.0,1,,,2008
2015-12-23,Amazing Grace,Braiden Sunshine,25,25.0,1,,,2015
2017-12-20,Amazing Grace,Brooke Simpson,9,9.0,1,,,2017
2015-05-20,Amazing Grace,Meghan Linsey,35,35.0,1,,,2015
2018-12-12,Amazing Grace,Sarah Grace,14,14.0,1,,,2018
2020-11-18,Amazing Grace (My Chains Are Gone),Pentatonix,50,50.0,1,,https://charts-static.billboard.com/img/2011/12/pentatonix-bsy-180x180.jpg,2020
2011-11-16,Ambition,Wale Featuring Meek Mill & Rick Ross,42,42.0,1,,,2011
2025-01-22,Amen,Pastor Mike Jr.,18,18.0,1,,https://charts-static.billboard.com/img/2025/01/pastormikejr-j0d-amen-3py-180x180.jpg,2025
2025-07-23,Amen,Shaboozey & Jelly Roll,21,20.0,2,8.0,https://charts-static.billboard.com/img/2019/01/shaboozey-2wm-180x180.jpg,2025
2022-01-05,Ameno Amapiano (You Wanna Bamba),Goya Menor & Nektunez,25,25.0,1,,https://charts-static.billboard.com/img/2021/12/goyamenor-000-amenoamapianoyouwannabamba-piq-180x180.jpg,2022
2021-10-20,America,Tom MacDonald,43,6.0,6,2.0,https://charts-static.billboard.com/img/2021/10/tommacdonald-dci-america-0z4-180x180.jpg,2021
2023-05-31,America Has A Problem,Beyonce Featuring Kendrick Lamar,28,28.0,1,,https://charts-static.billboard.com/img/2022/08/beyonce-n2a-americahasaproblem-yu0-180x180.jpg,2023
2004-11-17,America; F**k Yeah (Album Version),Team America,26,30.0,26,2.0,,2004
2023-07-12,America; The Beautiful,Ray Charles,32,31.0,3,,,2023
2005-06-08,American Baby,Dave Matthews Band,40,26.0,2,5.0,,2005
2009-02-25,American Boy,Estelle Featuring Kanye West,43,63.0,6,32.0,,2009
2008-09-10,American Boy,Studio All-Stars,23,43.0,23,2.0,,2008
2016-08-17,American Country Love Song,Jake Owen,46,18.0,2,,,2016
2023-08-23,American Flags,Tom MacDonald & Adam Calhoun,25,6.0,2,3.0,https://charts-static.billboard.com/img/2023/08/tommacdonald-dci-americanflags-jhb-180x180.jpg,2023
2017-10-18,American Girl,Tom Petty And The Heartbreakers,39,39.0,2,,,2017
2010-05-26,American Honey,Lady Antebellum,49,38.0,25,12.0,,2010
2005-05-04,American Idiot,Green Day,47,43.0,14,28.0,,2005
2014-10-29,American Kids,Kenny Chesney,49,42.0,12,17.0,,2014
2022-09-21,American Pie,Don McLean,11,8.0,7,4.0,https://charts-static.billboard.com/img/2021/02/don-mclean-fu0-americanpie-i0g-180x180.jpg,2022
